line,x,y
80,0.37885,2.77790000000005
80,11.831673,2.52530000000002
80,20.417973,2.52530000000002
80,30.014473,1.2627
80,43.398973,0
80,61.581653,1.51520000000005
80,73.450953,3.0304000000001
80,86.835453,3.28300000000002
80,93.401453,3.28300000000002
80,99.714953,2.52530000000002
80,117.89765,3.28300000000002
80,122.69585,2.77790000000005
80,136.08045,2.77790000000005
80,139.86845,7.82860000000005
80,152.74794,7.07100000000003
80,172.19337,7.07100000000003
80,179.0119,6.56600000000003
80,189.36596,12.8794
80,197.95226,18.6878
80,203.25556,26.769
80,207.80125,33.5875000000001
80,213.60963,41.4162
80,217.3977,44.9517000000001
80,220.93323,44.9517000000001
80,224.46877,43.4365
80,229.77207,40.9111
80,233.81268,40.6586000000001
80,239.62105,41.6688
80,242.39897,45.4568
80,244.16674,47.2246
80,246.94466,45.9619
80,250.22766,42.9314000000001
80,254.5208,40.1535
80,260.58172,39.6484
80,264.62233,37.8807
80,268.4104,35.8604
80,271.6934,34.3451
80,276.23908,35.6078
80,278.00685,36.8705
80,281.28985,36.3655
80,287.6033,36.3655
80,291.39137,38.3858
80,293.15914,37.6281
80,294.92691,34.5977
80,300.73528,31.3147
80,303.5132,31.3147
80,311.08935,26.5165000000001
80,320.6858,23.2335
80,330.78732,20.9606
80,338.36347,23.486
80,341.14138,23.486
80,343.41423,21.4657000000001
80,358.81905,17.1726000000001
80,367.65789,15.9099
80,375.73911,18.1827000000001
80,388.36602,22.9809
80,394.67947,26.5165000000001
80,397.45739,28.7893
80,400.99292,31.0622000000001
80,406.29622,37.3756000000001
80,409.57922,42.1738
80,412.35714,42.9314000000001
80,417.4079,39.6484
80,421.95359,32.5774
80,424.22643,27.5266
80,426.24674,20.7081000000001
80,442.40918,9.09130000000005
80,449.98532,8.33370000000002
80,456.04624,6.06090000000006
80,464.63253,5.55580000000009
80,467.41045,5.30330000000004
80,471.95614,3.53550000000007
80,474.73406,5.05070000000001
80,480.2899,3.28300000000002
80,489.38127,3.0304000000001
80,501.5031,3.0304000000001
80,506.55386,4.04060000000004
80,512.61478,2.02030000000002
80,518.92823,2.52530000000002
80,527.51453,1.51520000000005
80,532.56529,3.28300000000002
80,544.18205,2.02030000000002
80,554.03103,3.0304000000001
80,572.71886,3.53550000000007
80,583.32546,2.77790000000005
80,593.17445,2.52530000000002
80,599.74044,3.78800000000001
80,604.28612,2.77790000000005
80,620.44856,3.0304000000001
79,0.12625,13.6370000000001
79,6.7808728,13.3845
79,13.851973,13.3845
79,20.417973,13.3845
79,26.226373,13.6370000000001
79,32.792373,11.3642000000001
79,37.590573,11.3642000000001
79,43.398973,13.6370000000001
79,55.015653,13.6370000000001
79,60.066453,13.8896000000001
79,63.096853,13.1319000000001
79,72.440853,13.8896000000001
79,77.744153,12.6269000000001
79,86.330453,13.6370000000001
79,91.128653,14.6472000000001
79,97.189553,12.8794
79,99.967453,13.3845
79,102.24035,12.1218
79,111.07915,12.8794
79,114.86725,13.6370000000001
79,119.41295,11.6167
79,127.24155,10.6066000000001
79,138.85835,12.8794
79,146.68702,15.4048
79,151.23271,14.6472000000001
79,157.29362,14.1421
79,167.14261,12.8794
79,170.4256,13.1319000000001
79,173.45606,15.9099000000001
79,182.79997,17.4251
79,189.36596,17.4251
79,209.06394,20.2030000000001
79,218.40785,27.5266
79,237.60075,36.3655000000001
79,247.70227,37.8807
79,260.58172,42.6789000000001
79,266.89517,41.6688
79,272.19847,41.6688
79,282.04746,42.6789000000001
79,292.65406,42.1738
79,303.5132,39.6484
79,314.1198,34.0926000000001
79,324.97894,28.2842000000001
79,333.81778,25.7588000000001
79,341.899,27.0215000000001
79,348.71753,25.2538000000001
79,372.20358,23.9911000000001
79,396.95231,22.9809
79,412.60968,23.9911000000001
79,433.57034,19.1929
79,441.39903,16.4149000000001
79,445.1871,14.8997000000001
79,452.5107,16.1624
79,457.56147,16.1624
79,463.87492,13.8896000000001
79,483.57289,13.1319000000001
79,500.49295,13.6370000000001
79,531.05006,13.6370000000001
79,546.95997,14.1421
79,575.74931,13.8896000000001
79,592.66937,13.1319000000001
79,601.00313,11.6167
79,608.83181,13.1319000000001
79,620.7011,11.8693000000001
78,-0.37885,22.7284000000001
78,8.8011728,22.4759
78,15.872273,24.2436000000001
78,20.417973,25.5063000000001
78,25.721273,22.4759
78,34.307573,22.7284000000001
78,43.146373,21.4657000000001
78,56.783453,22.7284000000001
78,70.925553,22.7284000000001
78,81.027153,22.7284000000001
78,86.077853,23.4860000000001
78,90.118453,22.2233000000001
78,99.462353,23.4860000000001
78,105.52335,24.7487000000001
78,112.59435,26.7690000000001
78,118.65525,23.9911000000001
78,124.21115,25.0012
78,126.98905,25.5063000000001
78,130.52455,23.9911000000001
78,141.63625,23.9911000000001
78,146.43448,26.0114000000001
78,152.74794,25.2538000000001
78,157.54616,28.0317000000001
78,163.102,27.2741000000001
78,175.22383,27.7792000000001
78,184.06266,29.2944000000001
78,186.08297,32.5774000000001
78,190.88119,34.3451000000001
78,198.45734,36.6180000000001
78,203.5081,41.4162000000001
78,207.29617,46.2144000000001
78,213.60963,51.2652
78,222.44846,53.2855000000001
78,233.05506,54.2957000000001
78,239.62105,60.104
78,245.17689,66.9226000000001
78,250.48019,68.1853000000001
78,253.51065,71.2157000000001
78,253.76319,74.4987000000001
78,255.53096,75.5089
78,259.31903,71.7208000000001
78,265.63248,70.7106000000001
78,269.42055,66.9226000000001
78,270.68324,65.1548
78,272.19847,64.3972000000001
78,272.19847,59.3464000000001
78,281.79492,55.3058000000001
78,289.87614,51.7703000000001
78,294.92691,48.4873000000001
78,300.98782,46.4670000000001
78,303.76574,43.4365
78,308.05889,44.1941
78,312.60458,42.1738
78,315.38249,40.1535000000001
78,321.44341,39.9010000000001
78,326.74671,35.6078000000001
78,337.10077,34.8502000000001
78,345.93961,35.8604
78,353.01068,36.6180000000001
78,364.12236,35.3553000000001
78,369.17312,37.8807
78,374.22388,38.1332000000001
78,379.77972,36.1129000000001
78,385.5881,35.1028000000001
78,392.40663,36.1129000000001
78,400.74039,34.3451000000001
78,412.86222,35.1028000000001
78,425.48912,34.3451000000001
78,436.85334,30.8096
78,453.26832,25.7588000000001
78,461.34954,23.7385
78,470.69345,22.9809000000001
78,481.04751,23.9911000000001
78,490.13889,22.7284000000001
78,494.68457,22.7284000000001
78,503.52341,23.7385
78,509.83686,21.7182
78,517.66554,23.4860000000001
78,522.46377,23.9911000000001
78,528.52468,20.9606000000001
78,538.87875,20.9606000000001
78,545.94981,22.9809000000001
78,554.03103,22.9809000000001
78,567.41556,22.9809000000001
78,573.72901,22.2233000000001
78,582.82038,23.2335
78,594.1846,22.4759
78,606.05389,22.9809000000001
78,610.59958,21.4657000000001
78,615.14526,23.2335
78,620.95364,23.4860000000001
77,-0.12625,33.5875000000001
77,6.7808728,33.5875000000001
77,12.336773,31.8198000000001
77,19.155273,33.5875000000001
77,23.700973,31.8198000000001
77,30.519473,33.5875000000001
77,35.065173,34.5977000000001
77,39.610873,32.8299000000001
77,44.156573,34.0926000000001
77,49.712353,32.0723
77,69.915453,32.3248000000001
77,88.098153,32.3248000000001
77,98.452253,32.5774000000001
77,100.72505,32.5774000000001
77,106.02835,32.3248000000001
77,110.32155,32.3248000000001
77,113.09945,33.5875000000001
77,115.62485,31.8198000000001
77,122.94845,33.335
77,131.28215,31.5672000000001
77,139.86845,32.0723
77,145.42435,33.0825000000001
77,148.95986,36.1129000000001
77,158.55631,36.3655000000001
77,161.33423,37.6281000000001
77,165.87992,37.3756000000001
77,170.67814,35.6078000000001
77,175.47637,35.6078000000001
77,179.26444,38.3858000000001
77,186.58805,38.8908000000001
77,195.42688,44.6992000000001
77,201.99287,54.8007000000001
77,209.56902,69.7005000000001
77,216.38755,90.1561
77,220.68069,103.2881
77,222.19592,114.9048
77,224.46877,121.7233
77,227.49922,127.7843
77,230.0246,129.552
77,232.29745,127.7843
77,234.31775,124.5013
77,237.34821,121.9759
77,239.62105,121.4708
77,241.38882,115.1574
77,245.42943,107.5812
77,249.72258,94.9543000000001
77,253.25811,86.8731000000001
77,257.8038,79.5495000000001
77,262.09695,68.9429000000001
77,270.93578,60.8617
77,289.37107,53.7906
77,295.68452,54.0431000000001
77,308.31143,51.7703000000001
77,317.90788,46.7195
77,329.01955,43.9416000000001
77,337.85839,44.4467000000001
77,350.73783,41.9213000000001
77,361.59697,41.4162000000001
77,366.3952,45.9619000000001
77,373.46627,48.7398000000001
77,383.82033,50.0025000000001
77,390.38632,52.0228000000001
77,397.20485,48.9924000000001
77,403.26577,47.2246000000001
77,412.60968,46.4670000000001
77,418.92313,46.2144000000001
77,428.77212,44.4467000000001
77,436.34826,42.6789000000001
77,444.93456,42.9314000000001
77,448.72263,38.1332000000001
77,457.30893,35.3553000000001
77,465.64269,35.1028000000001
77,474.73406,33.5875000000001
77,485.08812,32.0723
77,490.8965,32.0723
77,497.46249,34.3451000000001
77,503.52341,31.5672000000001
77,511.35209,33.5875000000001
77,526.75692,33.0825000000001
77,543.17189,33.0825000000001
77,552.76834,33.335
77,564.89017,33.0825000000001
77,574.9917,33.335
77,592.16429,33.0825000000001
77,610.0945,32.5774000000001
77,621.20618,32.0723
76,-0.37885,42.9314000000001
76,9.5588728,42.1738
76,12.841873,41.1637000000001
76,19.407773,43.4365
76,23.448473,42.4264000000001
76,34.560073,42.4264000000001
76,47.944653,40.9111
76,62.086753,40.4061
76,68.147653,42.1738
76,76.986453,42.1738
76,88.603253,40.6586000000001
76,97.947153,41.1637000000001
76,105.52335,41.1637000000001
76,109.05885,41.9213000000001
76,113.09945,41.9213000000001
76,116.12995,40.6586000000001
76,120.67555,40.9111
76,125.22125,42.6789
76,129.76695,41.1637000000001
76,133.55505,41.6688
76,136.58545,43.4365
76,142.14135,42.6789
76,146.18194,42.1738
76,150.22255,43.9416000000001
76,157.54616,42.1738
76,166.63753,42.9314000000001
76,176.9916,46.7195
76,185.32535,51.7703
76,187.85074,55.3058000000001
76,194.66927,61.8718
76,199.97257,71.4683
76,203.25556,77.2766
76,206.28602,84.3477
76,209.56902,90.6612
76,217.65024,98.7424000000001
76,225.73146,101.5203
76,241.13628,94.4492
76,253.51065,79.0444000000001
76,267.40025,69.1954000000001
76,275.22893,64.9023000000001
76,281.54238,65.6599000000001
76,290.12868,65.1548
76,297.70483,70.9632
76,304.01828,75.5089
76,308.8165,74.2462
76,313.36219,67.9327000000001
76,319.17057,62.1243000000001
76,323.71625,60.6091
76,333.06016,58.3363000000001
76,347.45484,58.0837
76,354.52591,59.8515000000001
76,359.07159,64.6497000000001
76,363.61728,64.3972
76,370.18327,64.9023000000001
76,375.73911,68.9429
76,381.29495,71.7208000000001
76,385.08302,75.2563
76,386.34571,79.0444000000001
76,390.13378,80.8122000000001
76,391.39647,82.5799000000001
76,400.48785,78.2868000000001
76,405.03353,69.7005
76,410.58937,61.6193000000001
76,417.4079,57.8312000000001
76,423.46882,52.7804000000001
76,434.5805,49.2449
76,446.44979,46.4670000000001
76,454.78355,44.6992
76,461.097,42.4264000000001
76,468.16807,41.6688
76,471.45106,43.1840000000001
76,478.77467,42.1738
76,486.35081,41.6688
76,503.77594,42.4264000000001
76,518.67569,41.6688
76,531.3026,41.6688
76,548.98027,41.6688
76,563.88002,41.6688
76,571.7087,41.6688
76,583.578,41.6688
76,590.39653,42.6789
76,598.98282,41.6688
76,607.06404,42.4264000000001
76,616.91303,41.9213000000001
76,620.95364,41.6688
75,0.12625,52.7804000000001
75,8.8011728,52.7804000000001
75,16.629873,52.0228000000001
75,21.175573,53.2855000000001
75,24.963673,51.7703000000001
75,29.256773,53.2855000000001
75,37.085473,51.0127000000001
75,45.166653,51.7703000000001
75,50.975053,53.5380000000001
75,55.520753,53.0330000000001
75,60.824053,52.2754000000001
75,67.137553,52.0228000000001
75,78.501753,52.0228000000001
75,85.067753,52.0228000000001
75,89.865953,52.0228000000001
75,94.159053,53.5380000000001
75,100.72505,51.5177000000001
75,111.33165,51.5177000000001
75,115.37225,51.7703000000001
75,118.65525,52.7804000000001
75,128.50425,51.7703000000001
75,140.87865,51.0127000000001
75,147.94971,52.2754000000001
75,154.26316,51.0127000000001
75,159.56646,54.5482000000001
75,171.94083,56.0634000000001
75,181.78982,55.3058000000001
75,206.28602,60.6091000000001
75,233.56014,59.3464000000001
75,268.15786,73.2360000000001
75,274.97639,78.7919000000001
75,277.50177,77.2766000000001
75,282.55254,76.2665000000001
75,290.63376,70.4581000000001
75,306.29112,66.1650000000001
75,321.44341,64.1446000000001
75,342.40408,63.6396000000001
75,356.29367,64.3972000000001
75,388.36602,66.1650000000001
75,404.52846,61.8718000000001
